id,ibpu_percentage,ibpa_percentage,tdc_percentage
997,54.32,55.55,25.11
998,70.37,50.0,22.22
999,62.96,51.23,31.94
1000,53.08,47.53,14.46
1001,54.32,56.17,23.14
1002,62.96,60.49,20.25
1003,77.77,64.81,5.78
1004,53.08,54.93,17.36
1005,44.44,45.67,36.8
1006,51.85,51.23,16.43
1007,62.96,55.55,8.68
1008,62.96,61.72,32.06
1009,70.37,53.7,22.33
1010,50.61,54.93,5.78
1011,67.9,59.25,17.36
1012,43.2,46.29,22.22
1013,65.43,56.17,14.46
1014,67.9,57.4,23.14
1015,50.61,56.17,14.46
1016,53.08,58.02,20.25
1017,51.85,58.02,34.02
1018,60.49,58.02,40.74
1019,65.43,63.58,20.37
1020,51.85,48.76,26.15
1021,60.49,56.17,20.25
1022,49.38,51.23,19.32
1023,51.85,43.2,20.37
1024,51.85,50.61,34.83
1025,53.08,59.25,14.46
1026,58.02,55.55,33.91
1027,65.43,46.91,11.57
1028,62.96,53.08,17.36
1029,48.14,51.23,17.36
1030,49.38,53.08,14.46
1031,56.79,53.08,20.37
1032,54.32,54.32,25.11
1033,53.08,45.06,24.3
1034,50.61,58.64,11.57
1035,66.66,50.0,8.68
1036,61.72,54.32,20.25
1037,65.43,64.19,25.23
1038,55.55,57.4,8.68
1039,58.02,65.43,11.57
1040,48.14,47.53,14.46
1041,60.49,57.4,20.37
1042,58.02,57.4,11.57
1043,58.02,59.87,28.93
1044,61.72,55.55,36.8
1045,58.02,56.79,22.22
1046,58.02,58.64,14.46
1047,75.3,66.66,42.7
1048,55.55,49.38,23.26
1049,62.96,57.4,11.57
1050,56.79,51.23,14.46
1051,59.25,60.49,2.89
1052,67.9,51.23,11.57
1053,65.43,58.64,17.36
1054,53.08,57.4,5.78
1055,58.02,58.02,33.91
1056,65.43,60.49,4.86
1057,53.08,54.93,8.68
1058,56.79,52.46,14.46
1059,51.85,53.7,19.32
1060,50.61,55.55,25.23
1061,58.02,57.4,30.09
1062,58.02,56.17,23.14
1063,48.14,48.14,17.36
1064,62.96,61.11,82.29
1065,44.44,51.23,48.26
1066,48.14,53.08,14.46
1067,44.44,48.76,17.36
1068,53.08,57.4,14.46
1069,64.19,58.02,2.89
1070,49.38,52.46,28.12
1071,67.9,63.58,17.47
1072,54.32,52.46,17.36
1073,46.91,57.4,20.25
1074,54.32,57.4,11.57
1075,55.55,58.64,19.32
1076,55.55,54.32,23.26
1077,60.49,67.28,19.32
1078,51.85,56.17,28.12
1079,55.55,57.4,5.78
1080,72.83,56.79,23.26
1081,50.61,51.85,25.23
1082,61.72,52.46,25.23
1083,62.96,56.79,48.61
1084,58.02,53.7,17.36
1085,61.72,47.53,17.36
1086,61.72,61.11,20.37
1087,48.14,53.08,17.36
1088,75.3,68.51,33.91
1089,54.32,51.85,25.11
1090,34.56,43.2,14.58
1091,70.37,54.93,19.32
1092,39.5,51.23,28.93
1093,65.43,60.49,16.43
1094,45.67,49.38,14.46
1095,53.08,48.76,20.25
1096,55.55,46.91,5.78
1097,56.79,54.93,8.68
1098,51.85,51.85,11.57
1099,61.72,51.85,23.14
1100,58.02,58.64,14.46
1101,60.49,58.02,11.57
1102,45.67,49.38,20.37
1103,56.79,52.46,20.25
1104,54.32,57.4,20.25
1105,60.49,52.46,5.78
1106,61.72,63.58,33.91
1107,51.85,55.55,26.15
1108,66.66,62.34,26.04
1109,53.08,58.64,29.05
1110,70.37,63.58,25.23
1111,54.32,53.7,17.36
1112,53.08,57.4,28.12
1113,56.79,59.25,35.87
1114,48.14,49.38,26.15
1115,64.19,60.49,28.12
1116,40.74,47.53,17.36
1117,44.44,47.53,40.74
1118,65.43,59.87,26.04
1119,64.19,61.72,30.9
1120,60.49,54.32,14.46
1121,49.38,59.87,26.15
1122,60.49,59.87,36.92
1123,61.72,53.7,13.54
1124,44.44,50.61,23.26
1125,53.08,46.91,14.46
1126,44.44,48.14,8.68
1127,65.43,55.55,14.46
1128,58.02,55.55,27.08
1129,43.2,50.61,26.15
1130,58.02,54.32,11.57
1131,49.38,61.11,11.57
1132,44.44,47.53,11.57
1133,61.72,62.34,29.05
1134,48.14,52.46,8.68
1135,65.43,53.7,14.46
1136,54.32,53.08,41.78
1137,65.43,51.23,34.02
1138,58.02,54.93,25.11
1139,65.43,62.34,23.14
1140,70.37,53.7,23.26
1141,50.61,53.7,31.94
1142,67.9,61.72,17.36
1143,65.43,61.11,8.68
1144,64.19,62.34,11.57
1145,55.55,51.23,28.93
1146,48.14,47.53,16.43
1147,70.37,59.25,17.36
1148,49.38,48.14,25.23
1149,67.9,62.96,11.57
1150,66.66,61.72,13.54
1151,49.38,50.0,20.25
1152,44.44,47.53,14.46
1153,72.83,65.43,16.43
1154,55.55,59.25,25.11
1155,53.08,50.61,19.32
1156,67.9,56.79,26.27
1157,46.91,56.17,17.36
1158,49.38,52.46,14.46
1159,60.49,55.55,38.77
1160,56.79,58.64,26.04
1161,61.72,55.55,13.54
1162,71.6,61.11,11.57
1163,49.38,47.53,17.36
1164,55.55,52.46,11.57
1165,60.49,61.72,20.25
1166,80.24,64.81,11.57
1167,41.97,49.38,14.46
1168,70.37,63.58,20.25
1169,70.37,62.34,17.47
1170,45.67,50.61,17.36
1171,65.43,54.93,26.15
1172,85.18,65.43,26.04
1173,72.83,53.7,11.57
1174,48.14,35.18,17.36
1175,66.66,54.93,21.41
1176,48.14,46.29,28.12
1177,60.49,49.38,19.32
1178,64.19,59.25,5.78
1179,46.91,50.0,14.46
1180,55.55,56.79,16.43
1181,67.9,66.04,11.57
1182,50.61,50.0,25.23
1183,67.9,62.34,17.36
1184,44.44,55.55,23.14
1185,55.55,49.38,11.57
1186,60.49,58.02,14.46
1187,53.08,51.23,26.15
1188,65.43,59.25,30.09
1189,53.08,51.85,11.57
1190,65.43,56.79,31.01
1191,65.43,55.55,8.68
1192,56.79,51.23,8.68
1193,54.32,47.53,23.26
1194,65.43,59.87,17.36
1195,59.25,49.38,14.58
1196,58.02,54.93,11.57
1197,58.02,53.08,8.68
1198,58.02,54.32,22.22
1199,70.37,61.72,27.19
1200,62.96,59.87,35.76
1201,65.43,61.11,11.57
1202,51.85,47.53,33.91
1203,62.96,61.72,28.93
1204,38.27,43.2,22.33
1205,60.49,57.4,25.23
1206,54.32,50.61,8.68
1207,75.3,60.49,28.0
1208,56.79,58.02,11.57
1209,49.38,59.25,40.85
1210,48.14,48.76,14.58
1211,55.55,56.17,23.14
1212,58.02,53.08,20.25
1213,50.61,56.79,16.43
1214,62.96,55.55,8.68
1215,67.9,56.17,28.93
1216,55.55,59.25,8.68
1217,51.85,53.08,23.26
1218,51.85,48.14,26.15
1219,58.02,58.02,14.46
1220,65.43,66.04,31.01
1221,58.02,54.93,29.05
1222,64.19,58.64,31.94
1223,53.08,56.17,11.57
1224,53.08,64.81,14.46
1225,55.55,51.85,22.22
1226,40.74,46.91,33.91
1227,70.37,56.79,22.33
1228,53.08,59.25,11.57
1229,62.96,61.72,20.37
1230,71.6,62.96,17.36
1231,46.91,48.76,11.57
1232,53.08,54.93,17.36
1233,62.96,59.25,23.26
1234,58.02,53.7,23.26
1235,48.14,48.76,31.94
1236,61.72,58.02,8.68
1237,60.49,54.32,28.12
1238,55.55,53.7,16.55
1239,53.08,55.55,10.64
1240,43.2,50.61,34.83
1241,49.38,57.4,14.46
1242,44.44,51.85,34.83
1243,54.32,59.25,14.46
1244,55.55,43.82,14.46
1245,67.9,59.25,17.36
1246,65.43,62.96,20.25
1247,46.91,53.08,14.46
1248,60.49,56.79,20.25
1249,67.9,60.49,26.04
1250,59.25,53.08,8.68
1251,62.96,59.25,11.57
1252,45.67,51.23,11.57
1253,58.02,58.02,8.68
1254,72.83,61.72,11.57
1255,50.61,54.32,22.33
1256,49.38,58.64,11.57
1257,55.55,53.7,28.12
1258,62.96,54.32,11.57
1259,48.14,50.0,11.57
1260,55.55,47.53,28.12
1261,75.3,69.13,23.26
1262,65.43,60.49,8.68
1263,58.02,56.17,14.46
1264,45.67,54.32,11.57
1265,51.85,49.38,19.32
1266,55.55,53.7,14.46
1267,53.08,46.91,31.01
1268,51.85,46.29,17.36
1269,60.49,62.96,17.36
1270,49.38,55.55,25.11
1271,72.83,72.22,17.36
1272,65.43,59.87,20.25
1273,59.25,58.02,20.25
1274,62.96,61.11,8.68
1275,49.38,56.79,10.64
1276,46.91,50.0,8.68
1277,45.67,61.11,7.75
1278,43.2,44.44,13.54
1279,53.08,57.4,28.93
1280,50.61,51.85,26.15
1281,58.02,51.23,26.04
1282,54.32,52.46,22.33
1283,60.49,58.64,14.46
1284,72.83,59.87,14.46
1285,51.85,47.53,25.23
1286,45.67,50.0,26.15
1287,50.61,54.32,8.68
1288,60.49,61.72,17.47
1289,55.55,56.79,11.57
1290,58.02,61.72,17.36
1291,60.49,59.25,17.36
1292,60.49,57.4,2.89
1293,39.5,43.82,28.0
1294,65.43,63.58,11.57
1295,70.37,62.96,16.43
1296,60.49,54.32,35.87
1297,59.25,59.87,20.25
1298,65.43,68.51,16.43
1299,54.32,59.87,34.83
1300,71.6,61.72,31.94
1301,70.37,64.81,14.46
1302,60.49,67.9,14.46
1303,56.79,56.79,36.8
1304,65.43,50.61,49.42
1305,60.49,53.7,14.46
1306,67.9,63.58,20.25
1307,56.79,55.55,37.84
1308,62.96,59.25,22.22
1309,62.96,59.87,8.68
1310,56.79,53.08,31.94
1311,44.44,49.38,17.36
1312,62.96,50.61,14.46
1313,72.83,62.34,20.37
1314,54.32,53.7,28.93
1315,66.66,61.11,34.83
1316,61.72,49.38,8.68
1317,44.44,47.53,17.36
1318,51.85,50.0,20.25
1319,40.74,47.53,11.57
1320,70.37,60.49,23.14
1321,51.85,51.23,14.46
1322,55.55,55.55,14.46
1323,66.66,56.79,17.36
1324,55.55,55.55,20.37
1325,66.66,56.17,16.43
1326,62.96,57.4,26.04
1327,50.61,46.29,28.93
1328,56.79,65.43,49.53
1329,61.72,60.49,25.11
1330,65.43,60.49,20.25
1331,65.43,56.17,26.15
1332,64.19,55.55,17.47
1333,65.43,58.02,5.78
1334,58.02,55.55,36.8
1335,65.43,62.96,26.15
1336,58.02,49.38,14.46
1337,61.72,62.34,28.12
1338,51.85,49.38,28.93
1339,64.19,60.49,14.46
1340,55.55,51.23,20.25
1341,53.08,53.08,20.25
1342,66.66,64.19,11.57
1343,44.44,43.82,17.36
1344,67.9,54.93,2.89
1345,49.38,58.02,8.68
1346,56.79,48.76,33.91
1347,55.55,56.17,8.68
1348,67.9,59.25,8.68
1349,65.43,54.32,38.65
1350,50.61,52.46,14.46
1351,60.49,54.32,14.46
1352,55.55,51.85,11.57
1353,61.72,53.08,8.68
1354,60.49,56.79,8.68
1355,62.96,49.38,23.14
1356,48.14,50.61,26.27
1357,54.32,55.55,16.43
1358,51.85,56.79,31.94
1359,55.55,56.17,17.36
1360,55.55,56.79,14.46
1361,59.25,56.17,26.15
1362,62.96,56.17,30.9
1363,75.3,58.02,14.46
1364,60.49,60.49,11.57
1365,67.9,62.34,14.46
1366,66.66,61.72,20.25
1367,48.14,50.0,23.14
1368,55.55,56.17,30.09
1369,49.38,53.08,20.25
1370,49.38,50.0,8.68
1371,55.55,45.06,35.87
1372,72.83,62.34,14.46
1373,55.55,52.46,8.68
1374,50.61,51.85,14.46
1375,61.72,54.32,16.43
1376,60.49,58.64,14.46
1377,53.08,53.7,14.46
1378,65.43,64.81,11.57
1379,61.72,62.34,27.19
1380,49.38,54.93,23.14
1381,51.85,50.61,8.68
1382,60.49,59.87,17.36
1383,49.38,53.7,2.89
1384,62.96,51.23,14.46
1385,70.37,61.11,11.57
1386,48.14,54.32,17.36
1387,46.91,53.7,23.26
1388,54.32,59.25,20.37
1389,61.72,58.02,11.57
1390,55.55,55.55,14.46
1391,53.08,60.49,28.12
1392,65.43,53.7,42.7
1393,51.85,53.08,19.32
1394,65.43,54.93,11.57
1395,60.49,64.19,22.22
1396,67.9,67.9,22.22
1397,60.49,54.93,20.25
1398,65.43,59.25,26.15
1399,62.96,54.93,21.29
1400,65.43,63.58,14.46
1401,50.61,54.32,20.25
1402,48.14,48.76,31.82
1403,53.08,50.61,28.12
1404,45.67,46.91,19.32
1405,56.79,53.08,23.14
1406,49.38,51.85,14.46
1407,49.38,52.46,22.22
1408,59.25,56.79,17.36
1409,58.02,43.2,29.05
1410,49.38,49.38,17.36
1411,67.9,61.11,17.36
1412,44.44,50.0,31.94
1413,60.49,55.55,8.68
1414,67.9,51.85,8.68
1415,51.85,56.17,39.69
1416,51.85,49.38,20.25
1417,62.96,64.81,22.22
1418,59.25,59.25,20.37
1419,61.72,52.46,19.32
1420,48.14,46.29,17.36
1421,54.32,55.55,28.12
1422,77.77,62.34,8.68
1423,53.08,56.79,5.78
1424,56.79,54.93,8.68
1425,49.38,56.79,16.43
1426,65.43,59.25,23.14
1427,54.32,56.17,8.68
1428,59.25,53.08,22.33
1429,59.25,56.79,28.12
1430,46.91,53.7,28.93
1431,56.79,53.08,14.46
1432,60.49,56.17,23.26
1433,58.02,62.96,8.68
1434,55.55,56.79,8.68
1435,56.79,58.02,26.04
1436,53.08,50.61,20.37
1437,45.67,51.85,16.43
1438,67.9,62.34,26.15
1439,46.91,45.06,14.46
1440,55.55,61.72,14.46
1441,69.13,56.17,16.43
1442,48.14,52.46,11.57
1443,64.19,52.46,28.12
1444,55.55,59.87,21.29
1445,65.43,62.34,28.0
1446,53.08,55.55,26.15
1447,65.43,57.4,29.05
1448,55.55,54.93,30.09
1449,55.55,60.49,33.1
1450,48.14,58.64,33.79
1451,67.9,63.58,11.57
1452,51.85,51.23,23.14
1453,61.72,48.76,23.14
1454,54.32,55.55,14.46
1455,55.55,56.79,25.11
1456,55.55,52.46,5.78
1457,55.55,54.93,14.46
1458,65.43,59.87,30.09
1459,59.25,56.17,11.57
1460,60.49,56.17,17.36
1461,46.91,55.55,17.36
1462,59.25,56.79,11.57
1463,54.32,53.7,8.68
1464,50.61,53.7,8.68
1465,65.43,61.72,33.91
1466,66.66,51.85,17.36
1467,75.3,62.96,14.46
1468,54.32,54.93,14.46
1469,61.72,56.79,14.46
1470,60.49,67.28,13.54
1471,55.55,51.85,28.12
1472,55.55,56.79,11.57
1473,60.49,66.66,17.47
1474,56.79,58.64,32.06
1475,61.72,61.72,11.57
1476,70.37,63.58,17.36
1477,51.85,50.61,8.68
1478,55.55,51.23,20.25
1479,60.49,48.76,11.57
1480,60.49,51.85,20.25
1481,48.14,45.06,45.71
1482,60.49,54.93,14.46
1483,64.19,60.49,20.25
1484,51.85,56.17,8.68
1485,45.67,55.55,22.33
1486,50.61,47.53,26.04
1487,55.55,51.23,26.04
1488,65.43,66.66,22.33
1489,58.02,57.4,39.0
1490,65.43,59.25,25.11
1491,75.3,67.28,17.36
1492,54.32,52.46,14.46
1493,58.02,56.17,11.57
1494,55.55,57.4,11.57
1495,46.91,42.59,37.03
1496,65.43,53.08,31.01
1497,58.02,65.43,22.22
1498,51.85,56.79,31.94
1499,45.67,53.08,14.46
1500,58.02,48.14,14.46
1501,58.02,59.25,16.43
1502,54.32,44.44,14.46
1503,66.66,56.79,11.57
1504,53.08,55.55,30.09
1505,62.96,61.72,26.15
1506,60.49,57.4,14.46
1507,56.79,52.46,10.64
1508,48.14,51.23,5.78
1509,48.14,53.7,25.11
1510,46.91,53.08,29.05
1511,60.49,51.85,11.57
1512,48.14,48.76,28.12
1513,58.02,56.17,8.68
1514,53.08,50.61,17.36
1515,55.55,64.81,33.79
1516,67.9,58.64,17.36
1517,54.32,53.08,21.29
1518,82.71,67.9,45.83
1519,55.55,55.55,23.26
1520,58.02,56.79,17.36
1521,56.79,58.64,40.85
1522,67.9,55.55,26.15
1523,59.25,49.38,22.22
1524,58.02,56.17,17.36
1525,66.66,62.96,17.36
1526,61.72,51.85,14.46
1527,54.32,55.55,11.57
1528,46.91,51.23,17.36
1529,70.37,59.87,8.68
1530,48.14,55.55,14.46
1531,62.96,59.25,8.68
1532,80.24,64.19,8.68
1533,50.61,52.46,11.57
1534,53.08,54.32,22.22
1535,75.3,66.66,22.22
1536,51.85,51.23,19.32
1537,58.02,59.25,17.36
1538,54.32,58.64,31.01
1539,62.96,57.4,20.25
1540,75.3,67.28,31.01
1541,51.85,53.08,17.36
1542,62.96,51.85,20.25
1543,80.24,69.13,42.7
1544,70.37,61.11,26.27
1545,65.43,60.49,31.94
1546,54.32,54.93,11.57
1547,53.08,47.53,26.15
1548,55.55,61.11,31.01
1549,60.49,56.79,30.9
1550,62.96,58.02,45.6
1551,70.37,53.7,22.33
1552,60.49,58.02,11.57
1553,66.66,56.17,11.57
1554,56.79,57.4,8.68
1555,77.77,61.72,14.46
1556,53.08,53.08,26.15
1557,66.66,56.17,17.36
1558,56.79,51.23,20.25
1559,80.24,67.9,28.93
1560,43.2,50.0,8.68
1561,58.02,55.55,8.68
1562,49.38,53.7,11.57
1563,59.25,40.74,5.78
1564,50.61,53.7,26.15
1565,62.96,55.55,11.57
1566,50.61,48.14,31.01
1567,60.49,56.79,17.36
1568,60.49,56.17,5.78
1569,59.25,60.49,20.25
1570,54.32,60.49,28.0
1571,49.38,54.93,26.15
1572,58.02,57.4,38.77
1573,50.61,44.44,11.57
1574,56.79,53.7,14.46
1575,64.19,51.23,22.22
1576,55.55,55.55,17.36
1577,55.55,56.17,20.25
1578,46.91,47.53,5.78
1579,53.08,51.23,35.87
1580,61.72,51.23,17.36
1581,60.49,58.02,20.25
1582,41.97,40.12,25.23
1583,62.96,54.93,17.47
1584,54.32,46.91,22.22
1585,65.43,58.64,25.11
1586,59.25,60.49,49.65
1587,54.32,61.72,14.46
1588,44.44,56.17,25.11
1589,58.02,58.02,5.78
1590,62.96,66.04,20.25
1591,61.72,63.58,8.68
1592,45.67,48.76,10.64
1593,62.96,63.58,10.64
1594,60.49,53.08,26.15
1595,75.3,60.49,28.12
1596,72.83,57.4,14.46
1597,67.9,64.19,14.46
1598,48.14,57.4,11.57
1599,60.49,64.19,11.57
1600,54.32,57.4,23.14
1601,54.32,49.38,20.25
1602,54.32,48.14,20.25
1603,56.79,53.7,5.78
1604,61.72,53.7,8.68
1605,54.32,50.61,29.05
1606,49.38,46.29,14.46
1607,44.44,48.76,11.57
1608,51.85,58.64,14.46
1609,56.79,60.49,31.01
1610,64.19,64.81,28.12
1611,65.43,62.34,33.79
1612,49.38,51.85,10.64
1613,49.38,46.29,20.25
1614,80.24,62.96,14.46
1615,72.83,62.96,10.64
1616,50.61,48.14,16.43
1617,59.25,59.87,25.11
1618,58.02,59.25,23.14
1619,58.02,62.34,39.93
1620,61.72,58.02,17.36
1621,60.49,61.11,16.43
1622,53.08,57.4,20.25
1623,55.55,53.08,5.78
1624,50.61,52.46,14.46
1625,61.72,59.87,14.46
1626,58.02,62.34,13.54
1627,53.08,55.55,17.36
1628,53.08,56.17,2.89
1629,55.55,58.64,17.36
1630,53.08,62.96,22.22
1631,66.66,54.93,20.25
1632,62.96,55.55,5.78
1633,50.61,54.93,14.46
1634,55.55,55.55,22.22
1635,59.25,54.32,22.22
1636,46.91,52.46,20.25
1637,50.61,50.0,17.36
1638,65.43,50.0,14.46
1639,43.2,48.76,11.57
1640,62.96,54.32,10.64
1641,60.49,61.11,17.47
1642,61.72,51.23,20.25
1643,61.72,65.43,8.68
1644,58.02,62.96,17.36
1645,62.96,54.32,25.11
1646,60.49,61.11,28.12
1647,67.9,59.87,14.46
1648,43.2,50.0,14.46
1649,53.08,57.4,28.93
1650,49.38,48.76,19.32
1651,53.08,53.7,11.57
1652,50.61,61.11,8.68
1653,66.66,66.66,11.57
1654,70.37,61.72,14.46
1655,59.25,61.11,21.41
1656,55.55,59.25,11.57
1657,72.83,57.4,22.22
1658,49.38,54.93,23.14
1659,72.83,62.96,31.94
1660,53.08,56.17,23.14
1661,54.32,53.7,30.9
1662,72.83,63.58,20.25
1663,60.49,50.0,14.46
1664,56.79,58.64,31.01
1665,55.55,55.55,33.91
1666,70.37,56.17,20.25
1667,58.02,56.17,43.63
1668,67.9,59.25,26.15
1669,66.66,58.64,34.95
1670,62.96,54.93,16.43
1671,60.49,56.79,20.25
1672,60.49,54.32,11.57
1673,62.96,60.49,16.43
1674,58.02,54.32,28.0
1675,66.66,54.93,31.01
1676,56.79,53.7,14.46
1677,58.02,53.7,36.92
1678,61.72,54.93,19.32
1679,49.38,51.85,14.46
1680,70.37,65.43,14.46
1681,75.3,59.25,14.46
1682,49.38,61.11,44.67
1683,43.2,43.82,8.68
1684,65.43,63.58,17.36
1685,49.38,47.53,8.68
1686,67.9,63.58,16.43
1687,62.96,57.4,26.15
1688,100.0,65.43,29.16
1689,41.97,43.82,19.32
1690,60.49,53.7,27.19
1691,61.72,58.64,17.36
1692,70.37,60.49,25.23
1693,51.85,54.93,11.57
1694,54.32,54.93,5.78
1695,59.25,58.02,5.78
1696,67.9,53.08,11.57
1697,62.96,62.96,69.21
1698,70.37,62.96,17.36
1699,53.08,53.7,20.25
1700,44.44,54.93,14.58
1701,62.96,65.43,23.26
1702,46.91,51.23,20.25
1703,65.43,58.64,16.43
1704,49.38,46.91,5.78
1705,69.13,47.53,26.04
1706,58.02,56.17,14.46
1707,51.85,56.17,30.09
1708,50.61,51.23,17.36
1709,60.49,61.11,31.94
1710,61.72,54.32,17.36
1711,60.49,64.81,32.98
1712,69.13,55.55,13.54
1713,75.3,62.34,13.54
1714,67.9,62.34,29.05
1715,49.38,54.93,11.57
1716,50.61,50.61,30.9
1717,60.49,53.7,17.36
1718,62.96,45.67,29.05
1719,45.67,54.32,14.46
1720,55.55,59.25,14.46
1721,58.02,61.72,14.46
1722,58.02,59.25,17.36
1723,59.25,49.38,14.46
1724,55.55,58.64,17.36
1725,67.9,64.81,28.12
1726,55.55,56.17,20.37
1727,61.72,54.93,10.64
1728,51.85,53.7,23.14
1729,53.08,56.79,23.26
1730,60.49,61.72,36.8
1731,50.61,62.96,31.94
1732,53.08,53.08,2.89
1733,54.32,56.79,14.46
1734,61.72,61.72,28.0
1735,55.55,51.23,36.92
1736,55.55,54.93,17.36
1737,62.96,59.87,23.26
1738,58.02,58.02,23.26
1739,51.85,56.17,33.91
1740,65.43,56.79,8.68
1741,60.49,58.64,59.14
1742,80.24,60.49,8.68
1743,35.8,42.59,11.57
1744,60.49,59.87,28.93
1745,55.55,54.32,14.46
1746,45.67,50.0,35.06
1747,64.19,50.61,14.46
1748,53.08,56.79,11.57
1749,69.13,56.17,25.11
1750,69.13,58.02,30.9
1751,51.85,57.4,14.46
1752,58.02,55.55,30.09
1753,70.37,62.96,26.04
1754,67.9,52.46,19.32
1755,49.38,51.85,11.57
1756,60.49,48.14,40.74
1757,53.08,61.11,31.01
1758,54.32,46.29,13.54
1759,50.61,54.93,2.89
1760,58.02,60.49,20.25
1761,55.55,54.93,23.14
1762,55.55,48.76,14.46
1763,53.08,56.17,22.33
1764,54.32,53.08,20.25
1765,55.55,54.32,13.54
1766,58.02,58.64,19.32
1767,53.08,50.0,20.25
1768,54.32,54.93,26.15
1769,43.2,51.85,26.15
1770,43.2,50.61,23.14
1771,58.02,51.23,34.83
1772,55.55,53.08,20.37
1773,64.19,55.55,8.68
1774,58.02,53.08,26.15
1775,67.9,66.66,17.36
1776,45.67,46.91,11.57
1777,56.79,43.2,14.46
1778,82.71,64.19,17.36
1779,60.49,53.08,31.01
1780,55.55,58.02,8.68
1781,50.61,55.55,26.15
1782,70.37,54.93,17.36
1783,65.43,62.96,5.78
1784,72.83,56.79,8.68
1785,62.96,67.9,26.04
1786,60.49,55.55,5.78
1787,67.9,51.85,32.98
1788,62.96,59.87,17.36
1789,51.85,56.79,37.03
1790,59.25,58.64,22.33
1791,61.72,50.61,19.32
1792,65.43,60.49,17.36
1793,61.72,54.93,23.26
1794,70.37,58.02,14.46
1795,53.08,57.4,28.12
1796,58.02,63.58,5.78
1797,45.67,55.55,16.43
1798,60.49,62.34,8.68
1799,56.79,50.0,23.26
1800,40.74,51.23,23.26
1801,51.85,51.85,22.33
1802,50.61,51.85,34.95
1803,55.55,54.93,33.79
1804,54.32,55.55,34.83
1805,53.08,54.32,22.22
1806,54.32,53.7,8.68
1807,61.72,52.46,14.46
1808,62.96,59.25,32.98
1809,48.14,56.79,11.57
1810,62.96,54.93,11.57
1811,62.96,58.02,16.43
1812,60.49,54.93,17.36
1813,61.72,58.02,31.94
1814,67.9,58.64,11.57
1815,60.49,55.55,28.24
1816,58.02,62.34,11.57
1817,62.96,58.64,20.25
1818,62.96,54.93,11.57
1819,49.38,48.14,17.36
1820,60.49,57.4,17.36
1821,46.91,48.76,11.57
1822,50.61,46.29,17.36
1823,39.5,43.82,14.46
1824,46.91,50.61,23.26
1825,60.49,58.02,35.87
1826,54.32,51.85,14.46
1827,53.08,50.0,43.75
1828,62.96,64.81,17.36
1829,62.96,47.53,17.36
1830,54.32,54.93,32.98
1831,55.55,58.02,14.46
1832,55.55,62.34,17.36
1833,61.72,59.25,13.54
1834,55.55,41.35,20.25
1835,70.37,53.7,33.79
1836,53.08,55.55,16.43
1837,61.72,59.87,11.57
1838,56.79,55.55,36.68
1839,62.96,62.34,25.11
1840,46.91,51.23,50.46
1841,54.32,53.7,37.84
1842,49.38,50.0,20.37
1843,50.61,50.0,18.4
1844,59.25,61.11,31.94
1845,51.85,55.55,17.36
1846,80.24,63.58,14.46
1847,45.67,54.93,22.22
1848,62.96,56.79,20.25
1849,51.85,48.76,25.23
1850,64.19,51.23,22.33
1851,60.49,58.64,26.04
1852,55.55,57.4,14.46
1853,45.67,50.61,31.94
1854,62.96,59.25,20.25
1855,53.08,54.32,31.01
1856,51.85,54.32,8.68
1857,53.08,56.79,14.46
1858,67.9,64.19,11.57
1859,46.91,51.23,26.15
1860,66.66,63.58,23.14
1861,43.2,45.67,23.14
1862,50.61,56.17,20.25
1863,60.49,57.4,36.92
1864,50.61,58.02,45.71
1865,66.66,48.76,8.68
1866,53.08,56.17,23.14
1867,53.08,49.38,25.11
1868,48.14,46.29,28.0
1869,55.55,58.02,23.14
1870,51.85,55.55,31.01
1871,75.3,62.96,28.12
1872,58.02,46.91,26.15
1873,70.37,62.34,23.37
1874,60.49,61.11,19.44
1875,59.25,53.7,28.93
1876,62.96,61.11,20.25
1877,59.25,56.79,17.36
1878,70.37,59.25,11.57
1879,69.13,56.17,8.68
1880,65.43,54.32,17.36
1881,49.38,58.02,8.68
1882,58.02,54.93,8.68
1883,72.83,59.87,11.57
1884,53.08,54.93,25.11
1885,60.49,51.85,32.06
1886,48.14,56.17,8.68
1887,61.72,58.02,20.25
1888,58.02,50.61,20.25
1889,54.32,61.72,25.11
1890,72.83,58.64,17.36
1891,53.08,59.87,30.9
1892,62.96,56.17,14.46
1893,58.02,57.4,31.01
1894,56.79,52.46,17.36
1895,75.3,64.19,26.15
1896,58.02,53.08,33.91
1897,49.38,55.55,17.36
1898,58.02,50.61,14.46
1899,50.61,49.38,19.32
1900,45.67,51.85,28.12
1901,62.96,63.58,11.57
1902,45.67,56.79,29.05
1903,56.79,64.19,14.46
1904,55.55,54.32,8.68
1905,49.38,52.46,5.78
1906,62.96,61.11,8.68
1907,53.08,49.38,20.25
1908,75.3,67.9,19.32
1909,70.37,59.25,22.33
1910,62.96,58.64,5.78
1911,90.12,74.69,29.97
1912,49.38,49.38,11.57
1913,48.14,56.17,14.46
1914,50.61,56.17,54.51
1915,46.91,60.49,34.72
1916,58.02,54.93,17.36
1917,48.14,51.23,17.36
1918,49.38,53.08,20.25
1919,65.43,56.17,26.04
1920,49.38,52.46,23.14
1921,56.79,55.55,31.94
1922,59.25,49.38,17.36
1923,50.61,53.08,14.46
1924,51.85,48.76,26.04
1925,55.55,56.17,5.78
1926,41.97,40.12,29.05
1927,60.49,44.44,22.22
